TimeStamp,EKKLISPR,EPLETR,EPLPAR,GCC2H4_I,GCC2H4_O,GCCO2_I,GCCO2_O,GCNONO2_I,GCNONO2_O,GHHUMI,GHTEMP,OUHUMI,OUTEMP,PKAVGPW,PLADVASS,PLFOTR,PLLGHTUS,UPTLM2,VPDKPA,EKKLISPR_TM1D,EPLETR_TM1D,EPLPAR_TM1D,GCC2H4_I_TM1D,GCC2H4_O_TM1D,GCCO2_I_TM1D,GCCO2_O_TM1D,GCNONO2_I_TM1D,GCNONO2_O_TM1D,GHHUMI_TM1D,GHTEMP_TM1D,OUHUMI_TM1D,OUTEMP_TM1D,PKAVGPW_TM1D,PLADVASS_TM1D,PLFOTR_TM1D,PLLGHTUS_TM1D,UPTLM2_TM1D,VPDKPA_TM1D,EKKLISPR_TM2D,EPLETR_TM2D,EPLPAR_TM2D,GCC2H4_I_TM2D,GCC2H4_O_TM2D,GCCO2_I_TM2D,GCCO2_O_TM2D,GCNONO2_I_TM2D,GCNONO2_O_TM2D,GHHUMI_TM2D,GHTEMP_TM2D,OUHUMI_TM2D,OUTEMP_TM2D,PKAVGPW_TM2D,PLADVASS_TM2D,PLFOTR_TM2D,PLLGHTUS_TM2D,UPTLM2_TM2D,VPDKPA_TM2D,EKKLISPR_TM3D,EPLETR_TM3D,EPLPAR_TM3D,GCC2H4_I_TM3D,GCC2H4_O_TM3D,GCCO2_I_TM3D,GCCO2_O_TM3D,GCNONO2_I_TM3D,GCNONO2_O_TM3D,GHHUMI_TM3D,GHTEMP_TM3D,OUHUMI_TM3D,OUTEMP_TM3D,PKAVGPW_TM3D,PLADVASS_TM3D,PLFOTR_TM3D,PLLGHTUS_TM3D,UPTLM2_TM3D,VPDKPA_TM3D,EKKLISPR_TM4D,EPLETR_TM4D,EPLPAR_TM4D,GCC2H4_I_TM4D,GCC2H4_O_TM4D,GCCO2_I_TM4D,GCCO2_O_TM4D,GCNONO2_I_TM4D,GCNONO2_O_TM4D,GHHUMI_TM4D,GHTEMP_TM4D,OUHUMI_TM4D,OUTEMP_TM4D,PKAVGPW_TM4D,PLADVASS_TM4D,PLFOTR_TM4D,PLLGHTUS_TM4D,UPTLM2_TM4D,VPDKPA_TM4D,EKKLISPR_TM5D,EPLETR_TM5D,EPLPAR_TM5D,GCC2H4_I_TM5D,GCC2H4_O_TM5D,GCCO2_I_TM5D,GCCO2_O_TM5D,GCNONO2_I_TM5D,GCNONO2_O_TM5D,GHHUMI_TM5D,GHTEMP_TM5D,OUHUMI_TM5D,OUTEMP_TM5D,PKAVGPW_TM5D,PLADVASS_TM5D,PLFOTR_TM5D,PLLGHTUS_TM5D,UPTLM2_TM5D,VPDKPA_TM5D,EKKLISPR_TM6D,EPLETR_TM6D,EPLPAR_TM6D,GCC2H4_I_TM6D,GCC2H4_O_TM6D,GCCO2_I_TM6D,GCCO2_O_TM6D,GCNONO2_I_TM6D,GCNONO2_O_TM6D,GHHUMI_TM6D,GHTEMP_TM6D,OUHUMI_TM6D,OUTEMP_TM6D,PKAVGPW_TM6D,PLADVASS_TM6D,PLFOTR_TM6D,PLLGHTUS_TM6D,UPTLM2_TM6D,VPDKPA_TM6D,EKKLISPR_TM7D,EPLETR_TM7D,EPLPAR_TM7D,GCC2H4_I_TM7D,GCC2H4_O_TM7D,GCCO2_I_TM7D,GCCO2_O_TM7D,GCNONO2_I_TM7D,GCNONO2_O_TM7D,GHHUMI_TM7D,GHTEMP_TM7D,OUHUMI_TM7D,OUTEMP_TM7D,PKAVGPW_TM7D,PLADVASS_TM7D,PLFOTR_TM7D,PLLGHTUS_TM7D,UPTLM2_TM7D,VPDKPA_TM7D
25/01/2016,,12.9440142,5805.40242,6.64736842,0,624.578947,525.45,41.4339623,60.6071429,77.512116,17.711769,,11.1725695,,0.55659323,0.64870894,25.8880283,0.24732639,,,9.99054621,4480.4833,1.60555555,0,642.333333,503.35,22.9782609,45.3921569,76.9547714,17.754268,,9.83923615,,0.44385165,0.65982825,19.981093,0.26604167,,,3.09283564,1131.80999,1.73749998,0,629.5625,507.545455,19.4166667,44.8305085,80.3365019,17.3087179,94.057143,11.5763066,,0.12400469,0.69815794,6.18567118,0.15170732,,,12.7508766,5831.35829,2.14285713,0,628.214286,498.608696,32.8461539,53.147541,78.5776928,18.7883334,73.9374998,8.06041667,,0.5540346,0.65414788,25.501753,0.13961806,,,3.22815985,1371.9964,1.87500001,0,630.75,501.952381,17.755102,46.2181818,77.1163391,17.8360554,88.7430556,9.6065972,,0.1480934,0.68792378,6.45631968,0.10135417,0.44018163,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755
26/01/2016,,9.99054621,4480.4833,1.60555555,0,642.333333,503.35,22.9782609,45.3921569,76.9547714,17.754268,,9.83923615,,0.44385165,0.65982825,19.981093,0.26604167,,,3.09283564,1131.80999,1.73749998,0,629.5625,507.545455,19.4166667,44.8305085,80.3365019,17.3087179,94.057143,11.5763066,,0.12400469,0.69815794,6.18567118,0.15170732,,,12.7508766,5831.35829,2.14285713,0,628.214286,498.608696,32.8461539,53.147541,78.5776928,18.7883334,73.9374998,8.06041667,,0.5540346,0.65414788,25.501753,0.13961806,,,3.22815985,1371.9964,1.87500001,0,630.75,501.952381,17.755102,46.2181818,77.1163391,17.8360554,88.7430556,9.6065972,,0.1480934,0.68792378,6.45631968,0.10135417,0.44018163,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236
27/01/2016,,3.09283564,1131.80999,1.73749998,0,629.5625,507.545455,19.4166667,44.8305085,80.3365019,17.3087179,94.057143,11.5763066,,0.12400469,0.69815794,6.18567118,0.15170732,,,12.7508766,5831.35829,2.14285713,0,628.214286,498.608696,32.8461539,53.147541,78.5776928,18.7883334,73.9374998,8.06041667,,0.5540346,0.65414788,25.501753,0.13961806,,,3.22815985,1371.9964,1.87500001,0,630.75,501.952381,17.755102,46.2181818,77.1163391,17.8360554,88.7430556,9.6065972,,0.1480934,0.68792378,6.45631968,0.10135417,0.44018163,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107
28/01/2016,,12.7508766,5831.35829,2.14285713,0,628.214286,498.608696,32.8461539,53.147541,78.5776928,18.7883334,73.9374998,8.06041667,,0.5540346,0.65414788,25.501753,0.13961806,,,3.22815985,1371.9964,1.87500001,0,630.75,501.952381,17.755102,46.2181818,77.1163391,17.8360554,88.7430556,9.6065972,,0.1480934,0.68792378,6.45631968,0.10135417,0.44018163,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363
29/01/2016,,3.22815985,1371.9964,1.87500001,0,630.75,501.952381,17.755102,46.2181818,77.1163391,17.8360554,88.7430556,9.6065972,,0.1480934,0.68792378,6.45631968,0.10135417,0.44018163,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104
30/01/2016,,3.97617011,1426.51543,1.16470587,0,659.823529,504.3,27.7173913,49.3529412,79.9179426,17.0704959,79.7083334,8.75590276,,0.16783875,0.75602291,7.95234034,0.07857639,0.41327094,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681
31/01/2016,,5.0541072,1878.13492,2.27500002,0,685.375,502.666667,17.0434783,47.8974359,82.1077985,16.9013649,82.7645832,8.37361115,,0.21982671,0.73308773,10.1082148,0.08128472,0.40285431,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492
01/02/2016,,9.50649373,4207.26189,1.925,0,659.65,494.730769,21.6545455,48.7846154,81.5325975,17.0665662,91.8069443,11.4486111,,0.41158066,0.65604386,19.0129869,0.12944444,0.41685755,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344
02/02/2016,,3.61992633,1749.16214,2.1090909,0,663.181818,508.782609,22.1041667,50.1525424,80.1917392,16.9666105,74.6159722,9.80763889,,0.16439093,0.64144159,7.2398528,0.12927083,0.43121236,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203
03/02/2016,,14.2259355,6402.23898,1.17777777,0,736.444444,501.086957,28.1956522,50.0769231,78.1691035,16.6614977,74.9104166,6.96354167,18,0.66039549,0.69600572,28.4518716,0.24833333,0.46663107,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548
04/02/2016,,5.07455804,1982.71983,2.58181818,0,711.909091,504.863636,13.5272727,49.244898,78.7565591,15.8628888,86.3756944,7.59930552,20.3299999,0.23857106,0.75914524,10.1491166,0.19788194,0.42422363,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548,,34.7745274,10823.6588,5.58666663,0,690.966667,501.588235,36.3265306,54.4857143,83.2556446,16.8087712,78.6107641,6.92986113,26,1.71769147,0.99233068,69.5490539,0.70000001,0.36564897
05/02/2016,,1.80094629,639.997467,3.67894733,0,661.052632,500.454546,16.637931,53.7931035,82.1357584,16.5171435,91.3076389,9.72986112,23.3299999,0.07699346,0.74171659,3.60189258,0.21409722,0.39026104,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548,,34.7745274,10823.6588,5.58666663,0,690.966667,501.588235,36.3265306,54.4857143,83.2556446,16.8087712,78.6107641,6.92986113,26,1.71769147,0.99233068,69.5490539,0.70000001,0.36564897,,22.0029136,6841.6949,10.7363637,0,680.424242,524.047619,36.4558824,70.6111111,82.0118359,16.9053209,91.0125,4.57256945,26,1.08239984,0.99739873,44.0058269,0.42906249,0.37743931
06/02/2016,,1.06861549,271.904859,4.15384613,0,697.384615,519.666667,20.8888889,55.7073171,82.4068422,16.4656836,82.8881946,10.58125,26.3299999,0.03290885,0.74409024,2.13723092,0.3307639,0.3833681,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548,,34.7745274,10823.6588,5.58666663,0,690.966667,501.588235,36.3265306,54.4857143,83.2556446,16.8087712,78.6107641,6.92986113,26,1.71769147,0.99233068,69.5490539,0.70000001,0.36564897,,22.0029136,6841.6949,10.7363637,0,680.424242,524.047619,36.4558824,70.6111111,82.0118359,16.9053209,91.0125,4.57256945,26,1.08239984,0.99739873,44.0058269,0.42906249,0.37743931,,24.0357119,7668.26613,12.7241381,0.13181818,720.62069,530.181818,42.3968254,55.7307692,80.9243367,17.0405683,88.2555555,3.040625,30,1.22367713,0.99592748,48.0714243,0.81187501,0.39655465
07/02/2016,,5.26253643,1780.55268,3.36666667,0,672.75,504.444444,52.5526316,50.04,80.0502953,17.2099523,77.6322917,9.47604165,30,0.20164209,0.73869182,10.5250729,0.66399304,0.45562492,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548,,34.7745274,10823.6588,5.58666663,0,690.966667,501.588235,36.3265306,54.4857143,83.2556446,16.8087712,78.6107641,6.92986113,26,1.71769147,0.99233068,69.5490539,0.70000001,0.36564897,,22.0029136,6841.6949,10.7363637,0,680.424242,524.047619,36.4558824,70.6111111,82.0118359,16.9053209,91.0125,4.57256945,26,1.08239984,0.99739873,44.0058269,0.42906249,0.37743931,,24.0357119,7668.26613,12.7241381,0.13181818,720.62069,530.181818,42.3968254,55.7307692,80.9243367,17.0405683,88.2555555,3.040625,30,1.22367713,0.99592748,48.0714243,0.81187501,0.39655465,,10.4309178,3101.65941,12.0058824,0,731.882353,519.5625,21.9285714,59.425,85.0587114,15.4004004,95.2128473,3.67708334,29,0.52590999,0.99952121,20.8618364,0.53402778,0.31163249
08/02/2016,,4.29685189,1438.25443,4.03000001,0,665.1,504.526316,52.4285714,51.0655738,81.5166582,16.7038012,78.0465279,9.63090281,32.3300018,0.16056273,0.71491826,8.59370426,0.45843751,0.40300344,,0.86601499,317.43419,2.37391305,0,735.695652,510,28.734375,58.5909091,83.2901931,15.7514891,79.6440972,7.16666666,24.6700001,0.03413679,0.63574918,1.73203014,0.37378472,0.33298203,,9.50639196,3629.64747,4.55454545,0,725.060606,504.956522,30.739726,49.3333333,82.6929318,16.2470646,81.534722,6.90104169,22,0.46997333,0.79770112,19.0127835,0.41434028,0.35681548,,34.7745274,10823.6588,5.58666663,0,690.966667,501.588235,36.3265306,54.4857143,83.2556446,16.8087712,78.6107641,6.92986113,26,1.71769147,0.99233068,69.5490539,0.70000001,0.36564897,,22.0029136,6841.6949,10.7363637,0,680.424242,524.047619,36.4558824,70.6111111,82.0118359,16.9053209,91.0125,4.57256945,26,1.08239984,0.99739873,44.0058269,0.42906249,0.37743931,,24.0357119,7668.26613,12.7241381,0.13181818,720.62069,530.181818,42.3968254,55.7307692,80.9243367,17.0405683,88.2555555,3.040625,30,1.22367713,0.99592748,48.0714243,0.81187501,0.39655465,,10.4309178,3101.65941,12.0058824,0,731.882353,519.5625,21.9285714,59.425,85.0587114,15.4004004,95.2128473,3.67708334,29,0.52590999,0.99952121,20.8618364,0.53402778,0.31163249,,40.9099514,12825.8228,11.6322581,0,661.096774,503.73913,28.75,60.08,82.7614594,18.1627039,69.1899307,5.03576389,28.3299999,1.94712309,1,81.8199018,0.67482637,0.39754806
